Compounds.ID	Name	Tags	Formula	RT_min	Calc_MW
c102	Syringolin G		C26 H45 N5 O6	6.003	523.33703
c878			C31 H55 N6 O9 P	7.004	686.37376
c1658			C13 H26 N7 O2 P	6.998	343.18739
c1058			C12 H23 N3 O3 S	1.728	289.14525
c2653			C16 H31 N3 O5	3.316	345.22543
c343	Versicotide C		C28 H34 N6 O6	3.094	550.25229
c2906	Methoxyacetyl norfentanyl		C14 H20 N2 O2	5.909	248.15191
c4715			C29 H67 N4 O15 P3	4.907	804.38211
c848			C38 H74 N3 O15 P S	3.839	875.45642
c1068			C38 H65 N5 O16	6.086	847.44348
c4798				2.133	242.18166
c122				5.026	651.8952
c569	Leu-Leu		C12 H24 N2 O3	4.277	244.17814
c4165			C40 H70 N7 O3 P3	7.278	789.47529
c1740	(Z)-N-{(2R)-1-Hydroxy-2-[(Z)-{(2S)-1-hydroxy-2-[(Z)-{hydroxy[(2R)-1-(D-tyrosyl)-2-pyrrolidinyl]methylene}amino]-3-phenylpropylidene}amino]-3-methylbutylidene}-L-alpha-glutamyl-L-proline		C38 H50 N6 O10	6.416	750.35825
c4881			C48 H90 N4 O17 P2 S	5.237	1088.54936
c2160				6.685	514.77281
c2395			C29 H60 N10 O7 P2 S	5.43	754.3839
c3499				5.862	1317.62139
c3151			C44 H89 N4 O16 P	7.778	960.60177
c138	"Methyl (2S,2aS,3a'R,4a'R,5aR,12bR,12b'R,12c'R,15aR,15a'S,17a'S)-12c'-hydroxy-10'-methoxy-2',3',4,4a',5,6,8,12c',13,13',14,14',17',17a'-tetradecahydro-4'H,5'H,16'H-spiro[furo[2',3':7,8]indolizino[8,1-c;d]carbazole-2,6'-furo[2',3':7,8]indolizino[8,1-cd]pyrido[1,2,3-lm]carbazole]-7-carboxylate"		C43 H50 N4 O6	4.832	718.37411
c4136			C31 H61 N8 O6 P3	3.433	734.39521
c267			C31 H40 N10 O3	6.748	600.32649
c906			C87 H116 N10 O12 P2 S	9.117	1586.79898
c1093			C16 H31 N3 O4	4.131	329.23062
c2216	Androsterone		C19 H30 O2	6.881	272.20974
c2343				6.302	990.53751
c1448				5.405	682.38864
c232			C15 H26 N6 O5 S	4.172	402.16765
c2273			C17 H32 N7 O4 P	7.144	429.22359
c463	Prolylleucine		C11 H20 N2 O3	6.178	228.14702
c39	Cyclo(phenylalanyl-prolyl)		C14 H16 N2 O2	5.878	244.12092
c2876				5.992	1298.71665
c2025	5-(tert-butyl)-2-methyl-N-(5-methyl-3-isoxazolyl)-3-furamide		C14 H18 N2 O3	5.229	262.13125
c1211				4.833	272.64201
c4130	Tetranor-12(S)-HETE		C16 H26 O3	14.588	248.17695
c1774			C28 H62 N9 O11 P	5.167	731.43182
c681			C28 H35 N5 O9	3.864	585.24249
c1789			C12 H30 N9 O3 P	4.181	379.22109
c2764	12-Carbamoylstreptothricin D		C31 H58 N12 O10	4.19	758.44126
c1247			C26 H49 N10 O7 P	5.816	644.35293
c4157			C22 H39 N5 O6	3.74	469.28937
c1763				4.105	670.36736
c1974			C43 H70 N3 O8 P3	6.543	849.43714
c1212			C23 H41 N5 O6	4.649	483.30503
c262	F1839-B		C24 H33 N O6	11.958	431.23009
c651			C68 H95 N3 O14 P2 S	7.65	1271.60117
c2226			C9 H24 N4 O9	4	332.1532
c1046				3.76	938.57854
c1248	Cyclo(S-Phe-S-Gln)		C14 H17 N3 O3	3.509	275.12622
c764			C49 H91 N8 O18 P3	3.015	1172.56628
c304	Bohemamine		C14 H18 N2 O3	4.347	262.13119
c954			C45 H64 N4 O4 P2	5.642	786.4383
c3776			C27 H55 N3 O3 P2 S	4.661	563.34255
c3184			C15 H35 N9 O5	5.301	421.2765
c2656				4.178	314.17017
c3401			C31 H68 N7 O11 P3	9.015	807.41896
c2308			C9 H21 N6 P S	3.069	276.12938
c912	N-Undecanoylglycine		C13 H25 N O3	10.436	243.1835
c2206			C29 H36 N7 O8 P	4.476	641.23553
c3756			C17 H38 N6 O3 S2	6.958	438.24237
c3148			C50 H102 N3 O13 P3 S	8.095	1077.63548
c3084			C20 H38 N4 O6	5.858	430.27866
c1594			C40 H61 O9 P3 S	13.165	810.32506
c1930			C29 H51 N10 O10 P S	5.237	762.32411
c3075			C49 H87 N6 O14 P3 S2	6.314	1140.49293
c357			C32 H43 N O3 P2	7.184	551.27063
c3307				6.375	376.69461
c134			C30 H46 N6 O9	5.215	634.33141
c1360	L-Tyrosylglycylglycyl-D-phenylalanylleucyl-D-arginyl-D-arginyl-L-isoleucine		C46 H72 N14 O10	6.598	980.55726
c1844	Syringolin F		C26 H43 N5 O6	5.31	521.32036
c3774			C49 H86 N9 O16 P	7.456	1087.59206
c2513			C40 H62 N3 O8 P S	3.924	775.39695
c550			C39 H65 N9 O11	5.346	835.47862
c3763				6.378	864.47425
c4308			C18 H38 N6 P2 S	6.382	432.23685
c4333				9.128	1615.7966
c602			C34 H46 N8 O2 P2	7.489	660.32441
c1970				4.909	320.66854
c257			C24 H44 N8 O6	2.99	540.33696
c242	Tamsulosin		C20 H28 N2 O5 S	13.169	408.16625
c2387			C37 H53 N3 O4 P2	10.174	665.35473
c182			C21 H44 N3 O9 P	5.159	513.27895
c2527			C36 H39 N3 S	5.339	545.28444
c4606	10-Hydroxy-trans-paspalic acid Amide		C16 H17 N3 O2	5.853	283.13154
c1565			C19 H45 N10 O6 P	5.999	540.32707
c158			C19 H35 N5 O5 S	0.79	445.23467
c3067			C13 H25 N3 O4 S	2.824	319.15576
c272			C20 H47 N8 O8 P	6.463	558.32326
c515			C37 H72 N9 O11 P3	8.322	911.45743
c613			C19 H34 N4 O5 S	4.291	430.22395
c1060			C16 H28 N4 O3	4.278	324.21538
c808			C18 H29 N3 O6	8.547	383.20552
c4755	Vinorelbine		C45 H54 N4 O8	7.439	778.39084
c114			C20 H29 N3 O4	6.167	375.21527
c1752			C73 H111 N3 O16 P2	14.514	1347.74576
c1639			C17 H39 N10 O4 P	3.275	478.28941
c255	NP-020534		C27 H31 N5 O2	4.396	457.24293
c183			C20 H34 N4 O5	3.126	410.25192
c64	Adenosine		C10 H13 N5 O4	1.106	267.09598
c2768			C21 H9 O18 P3 S	14.514	673.87257
c696				7.648	635.80028
c299	Cyclo(S-Phe-S-Gln)		C14 H17 N3 O3	3.072	275.12627
c1553			C9 H26 N5 O5 P	6.394	315.16869
c2787			C36 H71 N5 O8 P2 S	4.799	795.44882
c1643			C32 H58 N4 O11 S	6.382	706.38321
c3412			C25 H57 N9 O11 P2	2.969	721.36344
c723				9.905	2612.45037
c599			C16 H40 N10 O3 S	6.946	452.29928
c3961			C33 H60 N O14 P	6.701	725.3735
c2176			C28 H45 N7 O8	6.563	607.33209
c1431			C29 H61 N8 O6 P S	4.112	680.41948
c1017			C37 H58 N5 O10 P	7.399	763.39051
c220			C24 H53 N4 O8 P	3.61	556.35755
c1196				6.4	1996.96285
c4020	Imatinib		C29 H31 N7 O	3.785	986.5009
c2708			C16 H28 N10 O2	3.436	392.24111
c910			C39 H50 N3 O3 P	4.934	639.3582
c49			C32 H46 N6 O9	5.55	658.33105
c1893			C11 H11 N4 O6 P	0.719	326.04313
c53	Cotteslosin A		C34 H45 N5 O7	6.968	635.33081
c1004			C14 H29 N5 O4 S	5.446	363.19491
c4342				5.858	2177.12607
c1748			C17 H36 N10 O4	4.529	444.29393
c3565				6.594	1214.66446
c676				4.199	361.65312
c3766				6.786	1937.96132
c2938			C33 H62 N9 O5 P3	6.833	757.41165
c87			C23 H41 N2 O6 P	6.831	472.26833
c4861	"N-{4-[(2R,3R)-3-(Hydroxymethyl)-4-isopropyl-5-oxo-2-morpholinyl]phenyl}-2-methoxyacetamide"		C17 H24 N2 O5	2.577	716.29026
c537			C31 H72 N9 O14 P	6.154	825.49478
c1534			C40 H63 N3 O10	6.67	745.44813
c786	Pyridindolol		C14 H14 N2 O3	3.09	258.09966
c1827	Leucyltryptophan		C17 H23 N3 O3	5.649	317.17356
c571	Leucyl-3-epi-deoxynegamycin		C15 H31 N5 O4	3.35	345.23641
c1772				4.67	445.72222
c890			C26 H44 N3 O6 P	8.419	525.29446
c401			C45 H67 N9 O5 P2	5.229	875.47338
c222				6.159	750.43019
c4880				6.324	473.27455
c2454	Marimastat		C15 H29 N3 O5	2.355	331.20994
c1020			C40 H79 N7 O16 P2	7.59	975.50509
c704	(3S)-3-{(Z)-[(3S)-3-{(Z)-[(3R)-3-Amino-1-hydroxy-4-methylpentylidene]amino}-1-hydroxybutylidene]amino}-5-methylhexanoic acid		C17 H33 N3 O4	5.49	343.24625
c1320			C20 H36 N4 O3	5.026	380.27758
c2108				9.571	2514.3843
c2599			C61 H97 N3 O18 P2	6.782	1221.62352
c2326			C47 H81 N7 O18	7.773	1031.56487
c185			C29 H42 N6 O7	6.643	586.31057
c4511	D-Isoleucyl-L-prolyl-L-tyrosyl-D-isoleucine		C26 H40 N4 O6	7.243	504.29472
c4772			C27 H55 N9 O5 P2 S	3.948	679.35324
c2831			C10 H23 N O6	3.82	253.15226
c2521			C17 H35 N7 O6	9.393	433.26414
c2710			C28 H63 N5 O5 P2 S	7.826	643.40563
c26			C22 H38 N4 O5	6.189	438.28361
c1076			C41 H77 N9 O17	4.119	967.54317
c1903			C22 H51 N10 O5 P3	4.738	628.32524
c3373			C30 H65 N5 O11 P2 S	7.154	765.38751
c3269			C44 H78 N9 O14 P	8.512	987.5417
c2494			C12 H22 N4 O4	4.508	286.16335
c522				6.382	965.56097
c1796			C7 H3 N8 O17 P S2	0.721	565.87975
c498			C16 H29 N5 O5	0.789	371.21572
c525	EPK		C16 H28 N4 O6	0.787	354.18921
c2903				8.441	1668.90495
c751				5.46	1596.79056
c529			C15 H37 N9 O6	5.743	439.28723
c3			C18 H32 N4 O5	4.29	384.23656
c3469			C33 H57 N3 O3 P2	5.029	605.38817
c621			C19 H43 N6 O4 P S	6.367	482.27913
c4270			C23 H56 N10 O7 P2	3.691	646.37956
c72			C27 H49 N7 O7	4.278	583.36798
c3798	Atenolol		C14 H22 N2 O3	3.435	266.16225
c427			C35 H53 N9 O7	6.721	711.40597
c403	Marimastat		C15 H29 N3 O5	4.691	331.21052
c4215	Grifolinone B		C44 H54 O7	5.458	694.38883
c1999			C16 H29 N3 O4 S	4.1	359.18666
c2292	"2-(Cyclohexylmethylidene)-1,2,3,4-tetrahydronaphthalen-1-one"		C17 H20 O	3.247	262.13124
c15			C29 H43 N5 O6	6.559	557.3208
c936				8.443	1667.90129
c1317			C18 H36 N10 O3 S	6.317	472.27102
c298			C32 H52 N8 O9	8.26	692.38539
c877			C26 H36 N4 O5	7.66	484.26773
c2371	Lobophorin B		C61 H90 N2 O21	7.6	1186.5982
c2045			C40 H70 N7 O7 P3	6.462	853.45386
c177			C18 H28 N4 O6	4.617	396.20027
c4400	N-Tridecanoylglycine		C15 H29 N O3	8.571	271.21433
c1057			C22 H41 N4 O5 P	5.738	472.27959
c244			C15 H34 N10 O9	4.552	498.25087
c188				4.277	291.68405
c4635	Paecilopeptin		C13 H24 N2 O3	4.152	256.17806
c1097			C32 H62 N3 O13 P	6.797	727.4011
c3326			C28 H63 N9 O7 P2 S	6.957	731.40344
c9			C35 H60 N5 O11 P	6.997	757.39981
c2451	5-(tert-butyl)-2-methyl-N-(5-methyl-3-isoxazolyl)-3-furamide		C14 H18 N2 O3	3.245	524.2626
c1936				1.167	1370.50291
c1972			C15 H29 N3 O4	3.471	315.21506
c1655			C36 H66 N9 O14 P	6.801	879.44827
c773				7.066	310.65755
c538				4.617	792.40195
c321			C42 H82 N10 O11 P2 S2	0.792	1028.50811
c3705			C29 H61 N10 O16 P	3.424	836.40062
c354			C20 H34 N4 O5	4.71	410.25289
c4611			C64 H98 N9 O18 P S	8.417	1343.64733
c1243			C67 H104 N5 O18 P	6.008	1297.7121
c1477			C18 H45 N10 O6 P3	5.406	590.27228
c3047	Norplicacetin		C24 H33 N5 O7	3.381	503.23638
c3239			C38 H73 N10 O7 P S2	6.963	876.48493
c2			C28 H35 N9 O2	7.12	529.28949
c1871				4.171	942.50929
c892	"3-[6-(tert-butyl)-1,1-dimethyl-2,3-dihydro-1H-inden-4-yl]-5-(trifluoromethyl)-4,5-dihydro-1H-pyrazol-5-ol"		C19 H25 F3 N2 O	1.028	354.18914
c1122	QPK		C16 H29 N5 O5	1.031	371.21577
c1037				5.587	522.31359
c4467			C22 H38 O11 P2	3.478	540.1885
c784				6.972	345.67069
c827			C30 H56 N5 O7 P3	6.974	691.34141
c1959			C51 H80 N9 O7 P3	8.983	1023.53914
c992			C42 H65 N6 O5 P	6.712	764.47876
c4474			C27 H37 N5 O5	10.986	511.27949
c247	NP-005457		C48 H82 N2 O16	6.387	964.55853
c2675				7.629	2746.3001
c4329			C43 H84 N5 O12 P3	3.66	955.53303
c1029			C29 H43 N9 O10	3.001	677.31157
c501	3-Hydroxy-3-[(3-methylbutanoyl)oxy]-4-(trimethylammonio)butanoate		C12 H23 N O5	5.581	261.157
c1152			C18 H38 N7 O8 P	6.656	511.25181
c3760			C22 H51 N10 O13 P	2.343	694.33879
c1369	Pestalolide B		C14 H22 O4	11.747	254.15184
c4645				8.608	1344.71311
c374			C20 H34 N4 O5	4.707	410.25331
c539			C24 H30 N10 O3	7.053	506.25242
c849				4.649	1254.64374
c1081			C22 H48 N3 O8 P	6.038	513.31627
c3936			C33 H55 N6 O4 P3	7.505	692.3529
c4600			C57 H86 N9 O6 P3	10.289	1085.59267
c2047			C26 H38 N3 O3 P S	4.639	503.23732
c1306			C39 H66 N4 O13	7.511	798.46282
c863				8.241	1124.62976
c736			C30 H63 N8 O5 P3	5.036	708.41447
c1533			C27 H37 N5 O5	7.001	511.27876
c4638			C32 H62 N9 O8 P	3.884	731.44275
c1190			C31 H48 N2 O4 P2	5.793	574.31118
c3358			C23 H25 N3 O6	6.422	439.17416
c217			C32 H55 N7 O10	4.423	697.39962
c2323			C22 H49 N7 O3 P2 S	6.42	553.31017
c939				9.065	1550.86188
c3976			C51 H85 N O15 P2 S	6.687	1045.51098
c1826			C72 H128 N9 O18 P3 S	9.888	1531.8301
c3660			C13 H4 N8 O18 P2 S3	0.718	717.82829
c3235			C30 H43 N O3 S	3.875	497.29572
c407			C47 H77 N10 O4 P3	6.827	938.53393
c1819				5.317	1530.73384
c1355				4.776	719.36672
c2250				7.433	2502.30804
c3678	Questiomycin C		C13 H10 N2 O3 S	9.399	274.04163
c14			C28 H45 N7 O6	5.454	575.34182
c153			C21 H30 N8 O3 S	5.199	474.21394
c3181				0.792	236.11757
c3912				14.509	1348.74875
c2483				6.402	1953.9587
c4796			C30 H66 N9 O12 P	6.415	775.45917
c1598				4.778	359.68301
c1547			C13 H35 N7 O4	13.56	353.27692
c3390			C43 H73 N5 O9 P2 S	4.521	897.46144
c928			C82 H118 N7 O9 P3	9.184	1437.82176
c4178			C20 H47 N8 O2 P3	0.725	524.30563
c287			C26 H40 N6 O7	0.792	548.29387
c2638	Lobophorin B		C61 H90 N2 O21	7.602	1186.59833
c68			C22 H38 N4 O5	5.716	438.28398
c3657			C20 H32 N8 O	5.714	400.26849
c1530	"N-{4-[(2R,3R)-3-(Hydroxymethyl)-4-methyl-5-oxo-2-morpholinyl]phenyl}acetamide"		C14 H18 N2 O4	2.279	278.12606
c147			C23 H43 N4 O2 P3	6.658	500.26139
c180			C43 H66 N7 O4 P3	6.727	837.43745
c1061	Adenosine 3'5'-cyclic monophosphate		C10 H12 N5 O6 P	1.03	329.05144
c78	Iso-isariin D		C26 H45 N5 O7	5.331	539.33099
c3325			C14 H15 N3 O3	3.737	273.11074
c3015			C25 H44 N2 O12	2.33	564.28958
c441			C24 H55 N6 O11 P	5.026	634.36803
c2859			C57 H96 N10 O14 P2	6.362	1206.65895
c2807			C36 H73 N8 O13 P	4.641	856.50111
c284			C85 H120 N8 O16 P2	9.116	1570.83082
c1718			C48 H87 N2 O13 P3 S	3.528	1024.51426
c301			C35 H69 N6 O10 P	6.933	764.47825
c2992	"2-[(Allylcarbamoyl)amino]-1,4:3,6-dianhydro-2,5-dideoxy-5-{[4-(3-fluorophenyl)-2-pyrimidinyl]amino}-L-iditol"		C20 H22 F N5 O3	3.295	399.17615
c4548	Streptcytosine M		C16 H23 N3 O4	4.763	321.1689
c1170			C12 H21 N7 O2 S	7.619	327.14757
c618			C44 H89 N3 O14 P2 S	7.198	977.55416
c2270			C16 H37 N10 O2 P	5.455	432.28395
c4618			C70 H99 N4 O14 P3	3.205	1312.63806
c3726			C20 H32 N4 O7	2.732	440.2264
c967	"1-{4-[(3-{[5-(2-Hydroxy-2-propanyl)-1,2-oxazol-3-yl]methyl}-3-oxetanyl)amino]-1-piperidinyl}ethanone"		C17 H27 N3 O4	6.56	718.3678
c4171			C42 H70 N3 O4 P3 S	5.907	805.43099
c482			C29 H47 N8 O P3 S	1.03	648.27843
c644	NP-012766		C31 H46 N4 O7	3.718	624.28667
c980	NP-008521		C14 H18 N2 O2	6.895	246.13664
c697			C29 H55 N6 O8 P	5.771	646.38019
c4535			C33 H64 N9 O13 P3	6.802	887.38409
c2984			C30 H64 N10 O10 P2	4.728	786.42743
c394			C35 H55 N7 O7 P2	5.194	747.36146
c414				5.422	326.68691
c2745			C81 H107 N6 O9 P3	8.402	1400.73108
c2076			C75 H126 N5 O18 P3 S2	7.199	1541.77498
c933			C47 H77 N10 O4 P3	6.359	938.53326
c4773			C22 H58 N10 O12 P2	5.676	716.37328
c543	Gln-Leu-Val-Pro		C21 H37 N5 O6	4.881	455.27366
c1044			C25 H45 N4 O6 P S	4.665	560.27773
c4709	NP-008993		C18 H34 O4	14.416	296.2346
c4545	Phthoxazolin		C16 H22 N2 O3	6.765	290.1624
c3855			C56 H79 N5 O8 P2	8.012	1011.54112
c774	Cyclo-(Leu-Ile)		C12 H22 N2 O2	7.675	226.16775
c1155			C8 H19 N7 O6	4.596	309.14139
c2243			C30 H41 N8 O8 P	5.226	672.27841
c3481			C29 H40 N O8 P	4.178	561.24604
c1042	2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid		C14 H20 N2 O3	3.315	264.1465
c986				6.015	440.73366
c1617			C32 H51 N5 O8 P2	3.808	695.32152
c1472			C16 H27 N3 O5	5.404	341.1942
c1494			C16 H29 N3 O6	5.404	359.20482
c1279	Scalusamide C		C16 H29 N O3	10.945	283.21462
c1660			C13 H17 N5 O5	3.028	323.12209
c3124	"[(3R,4S)-1-[(4-Methoxyphenyl)acetyl]-3-{2-[4-(2-oxo-2,3-dihydro-1H-benzimidazol-1-yl)-1-piperidinyl]ethyl}-4-piperidinyl]acetic acid"		C30 H38 N4 O5	4.832	534.27742
c1931			C16 H30 N6 O4	1.27	370.23183
c3643			C11 H21 N3 O2	4.275	227.16283
c1777				9.971	2632.42661
c2516				6.387	1304.63807
c2697			C17 H25 N5 O3	5.452	347.19485
c1342			C25 H55 N8 O12 P	6.155	690.36828
c4032			C32 H68 N9 O13 P	7.478	817.4701
c4422			C27 H50 N6 O6	3.141	554.37772
c2391			C19 H34 N4 O5	4.273	398.25158
c3050				4.498	860.44826
c2562			C69 H122 N O14 P3 S3	14.941	1377.72421
c3009				7.272	1002.55288
c1874			C16 H33 N5 O3 S	6.704	375.23201
c69				7.616	549.7852
c1387			C15 H27 N O5	3.104	301.18814
c632			C4 H4 O7 P2	0.722	225.94354
c598			C37 H64 N5 O9 P	7.906	753.44308
c65			C32 H56 N8 O10	3.852	712.41085
c1662			C32 H64 N9 O13 P3	6.302	875.38415
c2129			C28 H59 N3 O6 S2	3.998	597.3843
c4289			C43 H85 N2 O16 P3	3.396	978.51113
c2778			C45 H64 N10 O14 P2	7.346	1030.40774
c2115			C10 H29 N9 O3 S	6.718	355.21056
c2718	Diprotin A		C17 H31 N3 O4	5.656	341.23098
c1625	"(4aR,5R,6R)-6-hydroxy-4a,5-dimethyl-3-(prop-1-en-2-yl)-2,4a,5,6,7,8-hexahydronaphthalen-2-one"		C15 H20 O2	4.291	214.13142
c1347			C38 H67 N6 O5 P S	6.699	750.46305
c192			C22 H40 N6 O6	0.789	484.29946
c253			C11 H20 N10 O2	0.794	324.17869
c3161			C41 H72 N6 O10 P2	3.672	870.47984
c2914			C20 H31 N3 O5	4.243	393.22547
c4684	Cryptophycin D		C35 H44 N2 O7	1.228	604.31595
c2556			C11 H18 N4 O	5.456	222.14755
c4695				3.878	2086.07882
c2026			C44 H57 N7 O3 P2	9.113	793.40205
c730			C86 H112 N9 O14 P	7.224	1525.80867
c371				7.23	1504.83256
c2727				4.187	1176.61278
c3234	Koreenceine C		C14 H27 N O	11.129	225.20922
c3167			C19 H46 N8 O10 P2 S	4.107	640.25157
c1573			C43 H75 N6 O10 P	9.391	866.52834
c4502			C35 H53 N4 O14 P3	2.116	846.27793
c4132			C50 H79 N5 O17	5.139	1021.54704
c2480			C22 H43 N10 O5 P	3.378	558.31526
c1166	NP-022512		C13 H19 N O	10.702	205.1468
c4284			C19 H49 N6 P3 S	5.858	486.29469
c782			C29 H41 N5 O8	6.291	587.29471
c91			C30 H51 N7 O9	5.434	653.37305
c1365	"N-{4-[(2R,3R)-3-(Hydroxymethyl)-4-methyl-5-oxo-2-morpholinyl]phenyl}acetamide"		C14 H18 N2 O4	2.283	556.2525
c4777				9.343	2066.12449
c4367	Bis(2-ethylhexyl) terephthalate		C24 H38 O4	8.341	390.27627
c2981	"16-O-(2'',3'',4'',6'-tetra-O-acetyl-ß-cellobiosyl)-2-hydroxydecanoic acid"		C36 H60 O18	3.488	780.37864
c2558			C25 H36 N6 O9	2.786	564.25301
c2099				0.786	323.17601
c4260			C63 H87 N4 O15 P	5.57	1170.59062
c2361			C26 H53 N9 O2 P2 S	6.45	617.35295
c1809			C40 H59 N3 O5 P2	7.137	723.39415
c661			C35 H50 N8 O3 S	5.522	662.37328
c2560			C79 H120 N7 O18 P3	7.254	1547.79054
c1450			C14 H24 N4 O7	1.029	360.16325
c3227	Spumigin 638		C32 H42 N6 O8	4.222	638.30405
c3666			C40 H56 N O5 P3	6.177	723.3365
c2247				5.155	304.67372
c2487			C40 H65 N5 O13 P2	4.104	885.40538
c3918	Mitragynine		C23 H30 N2 O4	2.509	398.22697
c949			C10 H28 N7 O3 P	3.742	325.19953
c4368			C47 H64 N O2 P S2	7.184	769.4116
c121	11-Aminoundecanoic acid		C11 H23 N O2	0.792	201.17232
c575			C31 H46 N5 O12 P	4.087	711.28821
c3854				6.344	1086.61173
c4774			C16 H42 N10 O6 P2	2.582	532.27403
c2083				7.584	1442.67902
c2101			C21 H35 N2 O8 P S	13.164	506.18408
c3233			C22 H41 N5 O5	4.708	455.31046
c1316				5.692	682.38925
c2392				14.92	1392.74414
c3004				9.068	1571.84018
c1096			C45 H79 N5 O7 P2 S	7.832	895.51679
c1127			C66 H115 N8 O14 P3	9.247	1336.7758
c4612	Cyclo-(L-Ala-L-Tyr)		C12 H14 N2 O3	2.176	234.09998
c1720	"(2R)-1-[(Hydroxy{[(1S,5R)-2,3,4,6-tetrahydroxy-5-(phosphonooxy)cyclohexyl]oxy}phosphoryl)oxy]-3-[(9Z,12Z)-9,12-octadecadienoyloxy]-2-propanyl (11Z)-11-icosenoate"		C47 H86 O16 P2	7.661	968.53641
c1794				8.571	1494.74943
c43			C20 H33 N5 O6	5.026	439.24188
c567	"2-{2-[(19-acetamido-16,18-dihydroxy-5,9-dimethyl-6-oxoicosan-7-yl)oxy]-2-oxoethyl}butanedioic acid"		C30 H53 N O10	5.162	609.34739
c2839	HPH		C17 H23 N7 O4	1.03	742.34916
c120	Cyclo-(L-Pro-L-Met)		C10 H16 N2 O2 S	3.735	228.09286
c289				3.506	427.209
c1934	"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol"		C12 H10 N4 O2	6.793	242.08006
c252	Oidioperazine D		C16 H17 N3 O4	5.647	315.12155
c3278			C49 H90 N8 O17 P2 S2	3.011	1188.5324
c3955			C20 H36 N8 O11	3.028	564.25288
c3281			C20 H46 N9 O5 P	5.833	523.33729
c2039			C12 H29 N8 O5 P	5.104	396.2003
c1440			C33 H58 N3 O13 P3	5.652	797.31879
c449				3.901	336.68948
c3393			C87 H132 N9 O14 P3 S2	9.205	1683.85476
c1009				0.721	241.91746
c4814	Bis(methylbenzylidene)sorbitol		C22 H26 O6	11.953	386.17296
c90	Cyclo(leucylprolyl)		C11 H18 N2 O2	4.779	210.13661
c2920			C58 H114 N10 O17 P2	8.15	1284.78428
c711			C37 H65 N9 O9	3.926	779.48977
c85	NP-011220		C11 H18 N2 O2	5.142	210.13647
c4074	Cyclo-(Ile-Ser)		C9 H16 N2 O3	2.04	200.11582
c947			C67 H117 N10 O18 P3	9.183	1442.77597
c1181			C34 H71 N8 O5 P3	7.578	764.47814
c1703			C50 H95 N8 O16 P S2	5.448	1158.60546
c1986			C16 H21 N3 O4	4.214	319.15229
c4125			C32 H75 N6 O16 P3	4.668	892.44602
c2606				7.114	793.93381
c1118			C9 H3 O18 P	0.719	429.90527
c1378				3.805	1390.64176
c2384			C35 H63 N5 O12	7.345	745.4492
c3869				10.676	1172.60295
c1227	Bis(4-ethylbenzylidene)sorbitol		C24 H30 O6	13.331	414.20308
c858	JS-3		C14 H16 N2 O4	5.138	276.11049
c2248			C35 H44 N6 O7	7.873	660.32997
c4867			C22 H42 N8 O8	1.241	546.31243
c3811			C35 H60 N O12 P	6.13	717.38719
c94			C32 H61 N6 O8 P	7.088	688.42602
c4048	gamma-Glutamyl-gamma-glutamyl-S-methylcysteine		C14 H23 N3 O8 S	1.21	393.1191
c4512			C28 H54 N5 O5 P S	7.562	603.3621
c2686			C14 H28 N4 O3	7.203	300.21583
c2204			C22 H53 N7 O3 S2	7.636	527.36731
c4194				9.339	2044.14777
c1649	Torrubiellone B		C22 H29 N O6	11.949	403.19841
c3668				5.172	602.30453
c2478			C30 H52 N2 O9	3.955	584.36673
c141			C16 H29 N3 O4 S	4.843	359.18714
c3458			C21 H37 N2 O5 P	8.464	428.24179
c1182	Confluenine A		C11 H22 N2 O3	2.263	230.16257
c1399	Cyclobenzaprine		C20 H21 N	2.255	275.16283
c313			C15 H27 N O	10.471	237.20918
c2074	LMA-P3		C14 H28 O5	10.239	276.1939
c2743			C34 H73 N8 O11 P3	6.563	862.46206
c3746				7.429	2503.31184
c771			C33 H46 N8 O7	5.13	666.34771
c816				18.316	609.17626
c2681			C46 H81 N9 O12 P2 S	8.982	1045.52056
c2055			C74 H113 N9 O17 P2 S	8.569	1493.74639
c13				4.507	618.31877
c1539			C22 H53 N6 O2 P3 S	2.575	558.31861
c4253				7.625	2763.32431
c3518			C62 H101 N6 O16 P3	7.329	1278.64995
c4747			C7 H16 N4 O11 P2	0.72	394.03044
c3282	Decarbamoyl-neosaxitoxin		C9 H16 N6 O4	1.337	272.12404
c86			C24 H33 N9 O3	5.698	495.26893
c443	"1-(2-Furyl)-N-({(2R,4S,5R)-5-[1-methyl-3-(2-naphthyl)-1H-pyrazol-5-yl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)methanamine"		C27 H30 N4 O	2.992	426.24675
c1767	Clozapine N-oxide		C18 H19 Cl N4 O	4.49	342.1217
c1830			C13 H24 N2 O5 S	4.497	320.13965
c4154			C27 H50 N3 O2 P S2	6.343	543.30593
c1968			C22 H36 N6 O5	2.664	464.27414
c3179			C18 H34 N6 O10 S2	3.505	558.17764
c2414	Hyapyrone A		C32 H42 O5	3.823	506.30448
c4065			C14 H27 N3 O4	3.377	301.19937
c789			C49 H101 N10 O15 P3 S2	6.329	1226.61057
c212	Bis(methylbenzylidene)sorbitol		C22 H26 O6	11.959	386.17232
c735			C42 H72 N5 O11 P S	3.453	885.46902
c4206			C16 H31 N3 O5	3.03	345.22529
c422			C38 H63 N8 O4 P3	3.218	788.41662
